amino,atom,cluster,dist,angle,dihed,prob
PHE,C,N1,2.24823053066851,146.212865265334,152.027841144038,1
PHE,C,N2,2.18139809121847,141.916823628127,-163.82890617272,0.625322997416021
PHE,C,N2,2.21936316381512,144.463069902929,159.432289327379,0.374677002583979
PHE,C,N3,2.25448979591828,142.661067503925,-139.400773155415,1
PHE,CD1,N0,3.27456626991475,94.2618021539868,89.575685610936,0.861009981919528
PHE,CD1,N0,3.24008148879892,59.0621082506822,-60.8481827425234,0.138990018080471
PHE,CD1,N1,2.72295596223332,50.2967830161368,40.8283036111788,0.120054544740373
PHE,CD1,N1,3.17848457475847,88.6473359531738,92.206816233002,0.237604199427295
PHE,CD1,N1,2.36104549104372,35.8161101867757,-51.8101223376089,0.322252994415013
PHE,CD1,N1,2.69376703493069,58.1829830154405,20.2176967289748,0.20416865260193
PHE,CD1,N1,2.4470544410474,44.9812805391784,-148.200742288989,0.115919608815389
PHE,CD1,N2,2.37243821435094,36.0561335303536,-90.0035911334638,0.364205245910173
PHE,CD1,N2,2.9540915702969,69.817375243995,41.5398344376449,0.206425263134191
PHE,CD1,N2,2.36755978221282,51.4858447354618,3.08038348336132,0.221138964902143
PHE,CD1,N2,2.60818980449326,47.6856247553217,165.30395401221,0.208230526053489
PHE,CD1,N3,3.03513996026772,74.4177185219394,82.3773553560086,0.285998094679726
PHE,CD1,N3,2.2722417740342,33.2877830339785,-169.01094785894,0.165439239754974
PHE,CD1,N3,2.29921119716163,26.5476808382173,21.7942681820271,0.214553101246347
PHE,CD1,N3,2.42897620135293,33.9294062589381,167.384180419797,0.187658072984812
PHE,CD1,N3,2.26168447038291,57.0664194573001,14.3133521676534,0.146351491334141
PHE,CD2,N0,3.32341402054689,94.0037803298329,87.186628916206,0.822619769562561
PHE,CD2,N0,3.38409116151022,57.2275247610004,57.3842940207528,0.177380230437439
PHE,CD2,N1,2.57412099687679,29.5841558093835,-38.6132984809703,0.369024210348655
PHE,CD2,N1,3.19885422526527,85.244162211915,91.2292782088511,0.240586343507517
PHE,CD2,N1,2.93690602425323,62.3392363073966,147.129995760046,0.135122776999571
PHE,CD2,N1,2.77894543409156,53.9879046329928,26.9412984460585,0.255266669144258
PHE,CD2,N2,2.51299537344222,33.3950579929993,-21.0091293163332,0.252937715538074
PHE,CD2,N2,2.90353968704657,57.6776742613589,148.049575418428,0.130183134088841
PHE,CD2,N2,3.06027878342248,66.5826038597724,46.6992404951305,0.363001042416573
PHE,CD2,N2,3.1181335174273,76.1355396647587,152.974885160604,0.253878107956508
PHE,CD2,N3,3.11277806031362,75.3517875389914,151.815417115246,0.335804871938469
PHE,CD2,N3,3.09560115619449,64.0094618362369,61.3610203500029,0.294801055036836
PHE,CD2,N3,2.77181832504053,49.7052854038689,60.7484094091939,0.369394073024695
PHE,CE1,N0,4.58042568027756,96.1641327097363,87.9078123462071,0.861619962987931
PHE,CE1,N0,4.54881812349317,59.4817800951383,-55.2992067724037,0.138380037012069
PHE,CE1,N1,3.77994330549985,49.2482986777488,-155.230093752576,0.115058516347739
PHE,CE1,N1,3.95252804309681,49.4721042844989,29.6414531873566,0.112891236473124
PHE,CE1,N1,4.49435808491368,90.61741676403,91.5360958532757,0.238205169914074
PHE,CE1,N1,3.90879752618262,53.59108772528,7.50699061849922,0.192054963737336
PHE,CE1,N1,3.67503345687672,39.1726217988597,-38.2950635259214,0.341790113527726
PHE,CE1,N2,4.07511041733319,61.3750080972727,159.677313446343,0.159820640260912
PHE,CE1,N2,3.85552425168713,54.9133397455988,8.05657881865547,0.432447538641969
PHE,CE1,N2,3.68262988495164,33.775948039897,-38.5973031906738,0.150167241221646
PHE,CE1,N2,3.71107803494549,43.9019345361548,-166.443183618716,0.25756457987547
PHE,CE1,N3,4.32121222808099,70.4641680927271,69.7389112041939,0.133075589614893
PHE,CE1,N3,3.64409787249689,38.0974165280993,-168.539529540165,0.261255498716643
PHE,CE1,N3,3.59533486011419,52.2324741029092,13.4481607981312,0.134255428814777
PHE,CE1,N3,3.76503120324017,43.8807799111586,16.065441155434,0.317562905797061
PHE,CE1,N3,3.90866188405474,49.8160862823676,170.686635449759,0.153850577056626
PHE,CE2,N0,4.63396085927614,96.8829352165417,87.4244952366905,0.813976145183711
PHE,CE2,N0,4.58520355676719,57.2159495106619,13.619251092302,0.18602385481629
PHE,CE2,N1,4.50494947604146,87.7972162772505,93.3835143166094,0.245584963426405
PHE,CE2,N1,3.88856193136551,43.8261361824793,-6.01232947386599,0.44406792372531
PHE,CE2,N1,3.86369003397196,34.2832711165577,-50.18444989259,0.195951185384061
PHE,CE2,N1,4.10691395487969,58.2170833591531,161.395955370951,0.114395927464221
PHE,CE2,N2,4.1641066164513,60.6542416300227,31.271822245614,0.42312106923671
PHE,CE2,N2,4.2196248548479,68.6785319436626,164.057751591388,0.233360541711294
PHE,CE2,N2,4.11206165569947,54.6452070632396,161.594641005108,0.122312032553599
PHE,CE2,N2,3.78674641339182,35.5569010911417,-44.0266059729439,0.221206356498396
PHE,CE2,N3,4.17216513351904,63.1643984552779,162.869572531952,0.374854172700839
PHE,CE2,N3,4.13532585432455,57.9563835662087,27.9807968002848,0.20391216664447
PHE,CE2,N3,4.07625865887693,51.7177032104589,41.138667554985,0.421233660654691
PHE,CG,N0,2.40458861664726,93.517600658137,91.4167046712643,0.773672791282857
PHE,CG,N0,2.72154392147072,65.7608675577967,8.10016607164237,0.226327208717143
PHE,CG,N1,2.26281365153804,84.5581230396193,93.5173615282648,0.238860870132444
PHE,CG,N1,1.64935053013603,32.7791203590561,12.881242355204,0.515298674428579
PHE,CG,N1,1.7614234816402,45.3003461710345,72.3880506095048,0.245840455438976
PHE,CG,N2,1.82953748417116,45.0596671870098,34.7896332542793,0.192133202390706
PHE,CG,N2,1.88843274144999,59.2625603427368,152.773200059692,0.377087251528767
PHE,CG,N2,1.84051804680004,55.035677861366,38.865357755873,0.430779546080524
PHE,CG,N3,1.89894910478412,60.0114724064717,147.341104603927,0.41566875666319
PHE,CG,N3,1.9755550144276,59.380878468353,60.5211860866915,0.58433124333681
PHE,CZ,N0,5.16914992182513,99.0854406473954,90.0194117597875,0.772657215799152
PHE,CZ,N0,5.42667051905048,67.3775586785757,4.23719945031606,0.227342784200848
PHE,CZ,N1,4.30780708291692,40.3408844502444,-14.403499308846,0.528609507903059
PHE,CZ,N1,4.42405770713123,50.4332974121094,-31.3211032931453,0.228860856107416
PHE,CZ,N1,5.02916396854375,89.881042950557,92.3765040206924,0.242529635989526
PHE,CZ,N2,4.47872132277776,55.0245548776525,172.926727373273,0.27437125410062
PHE,CZ,N2,4.36956092359221,47.1628329376635,-170.023911035636,0.139485236667089
PHE,CZ,N2,4.45432768304518,52.0787777702292,13.6678917961798,0.586143509232291
PHE,CZ,N3,4.4487998346273,52.487945853874,172.58510850562,0.347523500249919
PHE,CZ,N3,4.66512081203491,63.5823994323464,-25.4579063124683,0.177231382255022
PHE,CZ,N3,4.37829744952967,46.5041457301822,26.6975018521742,0.475245117495058
PHE,HD1,N1,3.09341189616898,86.10117609128,142.039176815866,0.185123142908274
PHE,HD1,N1,2.57269371655662,63.3966108132114,-68.9007097072711,0.176398364016933
PHE,HD1,N1,2.437361211577,42.9666422215647,-100.35312042786,0.325046798576209
PHE,HD1,N1,2.98215203153393,81.821597793692,38.8833054887375,0.313431694498585
PHE,HD1,N2,3.0642113760542,84.9737495814663,89.1591523830727,0.205085280227853
PHE,HD1,N2,2.31335592421739,11.7905172103577,-6.03491364820362,0.246246114017771
PHE,HD1,N2,2.24473005425505,44.6241578586934,-70.1829173437836,0.548668605754376
PHE,HD1,N3,2.2724870775167,21.0863767933083,-159.569119837904,0.135379280120739
PHE,HD1,N3,2.2891962859662,13.2872339084037,-24.628682719766,0.135653715384003
PHE,HD1,N3,2.02717805997392,28.4206426680582,-62.869066332963,0.206570114933281
PHE,HD1,N3,2.82515008905928,62.9579285588611,55.5007135158399,0.175713767138522
PHE,HD1,N3,2.04085568116709,73.5439952070768,-3.26493179308228,0.161808769066274
PHE,HD1,N3,3.17467901250904,91.9715115643827,160.188669550682,0.184874353357181
PHE,HE1,N1,4.42273398116211,51.7156603685686,-19.5918082353141,0.164579703165064
PHE,HE1,N1,5.11753145457994,86.8397062957336,121.819211562247,0.154794520746329
PHE,HE1,N1,4.41485352910532,38.5197840606252,-74.6294464861049,0.312855891390889
PHE,HE1,N1,4.96852709019475,81.1291184663313,45.7342654934131,0.238184758101843
PHE,HE1,N1,4.62154089021265,69.0180517429038,-144.451950433478,0.129585126595875
PHE,HE1,N2,4.36588244744139,50.78097547646,-150.046857871274,0.139126210562773
PHE,HE1,N2,4.89922966832378,70.1042263153348,147.318707526031,0.104135188496097
PHE,HE1,N2,4.37599862549104,41.9171606358902,-23.2451778702071,0.289612412291363
PHE,HE1,N2,4.19512202160756,55.9754323377689,-13.2919440084522,0.119892571589533
PHE,HE1,N2,4.64980513466589,65.6282428230388,1.83745978789983,0.111425606672571
PHE,HE1,N2,4.3015651226773,28.5694152883744,-162.885285156326,0.235808010387664
PHE,HE1,N3,4.5009465595002,45.7085215880381,7.63612848768416,0.276048773658096
PHE,HE1,N3,4.27666162359803,28.7912999291344,-150.695403765545,0.31759309387428
PHE,HE1,N3,4.14963615864395,53.1887423104615,1.50299769863605,0.233611471296236
PHE,HE1,N3,4.80892785060361,71.666071025572,172.679744655129,0.172746661171388
PHE,HE2,N1,4.55938558938189,28.0595749806183,-69.2311293074006,0.317164312297174
PHE,HE2,N1,4.74180573703439,56.740614744587,4.28127026221917,0.332699960674233
PHE,HE2,N1,5.15880092131941,81.8163034193027,114.9889230854,0.350135727028593
PHE,HE2,N2,4.59018759877119,31.6192730855444,-29.2761168045305,0.248254557244433
PHE,HE2,N2,4.96495577366701,61.0347488829908,158.893538426059,0.186248020556771
PHE,HE2,N2,5.05835149880125,71.3474777313242,38.1730069070958,0.341401504196844
PHE,HE2,N2,4.96379313250097,73.8840918250961,165.60812235317,0.224095918001952
PHE,HE2,N3,5.01099411322452,62.2096757491071,103.183824035464,0.707001377273079
PHE,HE2,N3,4.3849002554747,27.9049670466857,-148.225149189351,0.111310219394905
PHE,HE2,N3,4.47358180593585,21.6392538280878,117.797988193823,0.181688403332016
PHE,H,N1,2.53707952450788,129.246613776955,34.2515697483894,0.196302712301955
PHE,H,N1,2.31506216998147,122.457201121381,33.4776732100975,0.156742256107238
PHE,H,N1,2.73502410526705,147.413210116941,36.352721358966,0.244086838467254
PHE,H,N1,2.53683953927588,134.664825510441,41.7273905311063,0.402868193123552
PHE,H,N2,2.67829061319144,135.993177012831,25.9447579389232,0.177748765467392
PHE,H,N2,2.59513165933351,137.935408771456,44.1475834443522,0.640594089433842
PHE,H,N2,2.36689662596944,125.124611563405,32.5252988015745,0.181657145098767
PHE,H,N3,2.68420976552389,134.795350149297,34.8843240576979,0.164705993122632
PHE,H,N3,2.55704520472753,135.382239973559,40.9281695755936,0.835294006877368
PHE,N,N0,2.11630073757869,142.392601697939,7.80152571941389,0.885813231262855
PHE,N,N0,3.3380779034975,121.13862446387,37.9488333876873,0.114186768737145
PHE,N,N1,2.09640420399723,141.269784631289,14.4314162646451,1
PHE,N,N2,2.19313178294563,147.295313522825,16.6440869939708,1
PHE,N,N3,2.275537676609,148.700588697017,16.1342582417582,1
PHE,O,N0,3.2445288366944,152.565599020635,146.062856241979,0.811946935664213
PHE,O,N0,4.21572624314716,130.207180423273,-56.9860836736364,0.188053064335786
PHE,O,N1,3.14178620928622,145.444468121968,123.766902286902,1
PHE,O,N2,2.60321833858785,113.413131449001,-158.181609771354,0.228985424110132
PHE,O,N2,2.91563778825269,130.861607281168,133.643558048608,0.371453287197232
PHE,O,N2,2.76000525535438,121.256030680724,-142.534813507251,0.399561288692637
PHE,O,N3,2.77507521773554,119.049212193191,-127.580866983373,1
ARG,CB,N0,1.07698246733683,81.940677399329,99.6021915378901,0.818991221799185
ARG,CB,N0,4.38372227056485,102.657586169405,-53.5410290757074,0.181008778200815
ARG,CB,N1,0.818502415458878,63.3367115251899,97.9295859213251,1
ARG,CB,N2,1.1079923337061,86.2934347675028,91.4380665067167,0.245874450255864
ARG,CB,N2,1.19449429810281,91.9613800938786,105.003381575606,0.495176469892478
ARG,CB,N2,0.764810733252388,59.5483434901285,94.3273731367138,0.258949079851657
ARG,CB,N3,1.17394697254607,90.2244659646484,101.507476494923,1
ARG,C,N0,2.23020310778569,145.287053821873,168.719282262371,0.568627450980392
ARG,C,N0,2.26811643600544,147.981370643646,-166.051788338086,0.254901681664917
ARG,C,N0,5.51144764841126,115.661230937995,11.6519415663475,0.176470867354691
ARG,C,N1,2.25465762598355,146.446318432948,146.967332998494,1
ARG,C,N2,2.18597282341115,142.169096059714,-163.372525484866,0.665328860668504
ARG,C,N2,2.23068188697652,145.137755548355,159.164679446488,0.334671139331496
ARG,C,N3,2.2092893679211,143.146012056997,-140.322880891487,1
ARG,CD,N1,2.95479905437003,24.2669913390111,52.7843395402435,0.317356699932102
ARG,CD,N1,2.41432843287521,35.5640451073851,-73.7032192077756,0.208484727782285
ARG,CD,N1,3.32782638024976,62.2953144540559,95.4378320708955,0.189199465926013
ARG,CD,N1,2.98994542397064,29.9545396655949,144.555256608053,0.169476296301646
ARG,CD,N1,3.0274836256064,56.2315452717737,81.8639471972764,0.115482810057955
ARG,CD,N2,2.34430445305659,38.0110858450316,-36.6228011845017,0.202935544385586
ARG,CD,N2,3.21330154786634,53.6073306965234,96.1163017508213,0.509356758933688
ARG,CD,N2,2.96863381960377,26.3165107223687,80.5259599744096,0.156942097170696
ARG,CD,N2,3.09393367294012,58.5275742372162,99.508741554982,0.130765599510032
ARG,CD,N3,3.17619574979516,50.6850963599604,79.5756314464962,0.253563338638904
ARG,CD,N3,3.21062760740738,53.1698068754281,127.876337337245,0.227795665270566
ARG,CD,N3,3.30352707040392,59.6217118594745,83.0182483268108,0.25301070956073
ARG,CD,N3,2.5287480941873,40.5090676815877,22.8410286391994,0.265630286529799
ARG,CG,N1,1.95783147552065,58.7229003730856,78.2007962292973,0.568575880246113
ARG,CG,N1,1.67537789683008,33.5903256599714,14.2971578989589,0.431424119753888
ARG,CG,N2,1.89887358557035,58.2583750009823,150.815312438038,0.294953765801569
ARG,CG,N2,1.90270078778258,59.5249857057426,54.808665275571,0.291056685586043
ARG,CG,N2,1.6976716881322,36.3752131907879,36.3759571639385,0.258685939309237
ARG,CG,N2,2.18743850225386,77.3638686851738,68.8795520816178,0.155303609303149
ARG,CG,N3,1.88476599685994,57.6874679299544,56.1516505092722,0.486831958816111
ARG,CG,N3,2.19049435577004,72.2610472638017,95.9232316508262,0.187843466865659
ARG,CG,N3,1.8951692848902,57.4679860212014,146.532868667612,0.325324574318228
ARG,CZ,N1,4.75075791725904,41.4948690745535,99.1390613852251,0.440378061475515
ARG,CZ,N1,5.55186053900865,75.0466156322948,95.846389352777,0.121956448072724
ARG,CZ,N1,4.4247308523085,29.6069543265028,-119.574045018054,0.159066651401061
ARG,CZ,N1,4.83121470949641,33.9403390555078,-8.32767315417242,0.278598839050697
ARG,CZ,N2,4.82307777362754,37.2436765503527,126.919055459608,0.244771881635282
ARG,CZ,N2,4.25009968441033,35.8715990040964,-132.112787873437,0.101846312695776
ARG,CZ,N2,4.99510650841132,56.5638602663631,82.1185344174772,0.501089502407686
ARG,CZ,N2,4.5792561314099,43.9884763737716,-8.46357650106765,0.152292303261256
ARG,CZ,N3,4.87612748522633,38.4150970697242,82.4244945096096,0.436440418590235
ARG,CZ,N3,5.01437786745409,67.371696931475,93.7418484707513,0.457478680237377
ARG,CZ,N3,4.05007808591708,39.1025587444389,-95.9701882640219,0.10608090117239
ARG,HE,N1,3.4440354938949,26.0736195901356,-138.358780134272,0.161471198114873
ARG,HE,N1,4.91590082957458,83.7829694711799,96.5242952596886,0.120494298325115
ARG,HE,N1,3.71242274273604,33.5058122557912,85.4687513201446,0.304858961539394
ARG,HE,N1,4.22638822101744,34.5202734493594,-20.4424234211411,0.413175542020619
ARG,HE,N2,3.64814938761851,33.2197901749627,-31.4769683904082,0.265812000340825
ARG,HE,N2,3.60155989449384,49.2240390751397,82.7910726392092,0.273350450236034
ARG,HE,N2,4.44210225629503,49.0543348183567,45.7023894721544,0.149586385191989
ARG,HE,N2,4.3853095538964,82.2432991657041,109.970070163498,0.190428402900829
ARG,HE,N2,4.3967178519017,46.9336039094022,161.178490940342,0.120822761330323
ARG,HE,N3,4.09000131162133,44.1367384653821,75.8407639080033,0.728947766688368
ARG,HE,N3,4.0660350810291,71.2364930158463,101.889023934631,0.271052233311632
ARG,H,N1,2.65280550023656,132.705898479147,39.1297183958556,0.144655758708786
ARG,H,N1,2.58138389236979,137.369128619683,42.1609346844711,0.501278559556298
ARG,H,N1,2.35078809553113,124.273578438463,35.8533417235665,0.197459155435958
ARG,H,N1,2.7607819091474,149.242430670381,32.2453394139318,0.156606526298958
ARG,H,N2,2.57284046692606,135.488540856031,37.5501556420233,1
ARG,H,N3,2.69328833972655,135.025119768617,24.7139650815091,0.193548397502465
ARG,H,N3,2.55940259216103,135.381693111103,41.4726755777718,0.806451602497535
ARG,HH11,N1,4.28786495740456,34.4506130714366,-10.6678862421978,0.47426269299799
ARG,HH11,N1,5.30960646694267,30.4654365846803,91.1508385794319,0.225384730234396
ARG,HH11,N1,4.87746476402611,69.0384817820983,13.8994980894714,0.300352576767613
ARG,HH11,N2,4.82720514200644,56.3214178626493,102.865493952667,0.442469598518865
ARG,HH11,N2,4.165079578023,42.81293507825,-76.3793257579714,0.312457065120132
ARG,HH11,N2,5.51492546292206,49.1622668292468,92.0223052793403,0.245073336361003
ARG,HH11,N3,5.62692141020211,57.2825129340517,98.7308496405671,0.256131184234229
ARG,HH11,N3,4.64779446891965,49.4128130766507,47.5951355771985,0.531685384970379
ARG,HH11,N3,4.86705101750159,70.3490819974168,64.1679896330258,0.212183430795392
ARG,HH12,N1,5.53404779500511,40.7132100549624,-23.6248215035202,0.669063911922172
ARG,HH12,N1,6.62851441620918,77.2783262420643,108.282396027456,0.143058876885939
ARG,HH12,N1,6.49845895608963,30.8081015233829,97.2594062086453,0.187877211191889
ARG,HH12,N2,6.7082645213301,46.8995094678329,95.8170533921703,0.249847919720815
ARG,HH12,N2,5.37408798555697,37.1133659127927,-39.3253033550117,0.414235783809718
ARG,HH12,N2,6.09594282424332,69.7240145143325,96.0173634197447,0.335916296469467
ARG,HH12,N3,5.7773354113487,57.1330284298665,83.2509642659146,0.32320982281876
ARG,HH12,N3,6.69852866783437,50.1366571869528,96.0017937282518,0.342336624732891
ARG,HH12,N3,5.34591887653987,34.969071258148,-105.046280690648,0.118756111905223
ARG,HH12,N3,6.08737679829042,74.8741858822119,64.8932314761439,0.215697440543127
ARG,HH21,N1,5.27195464108294,30.3083640945014,-62.2808263784589,0.350881102883038
ARG,HH21,N1,5.9991776837594,59.9301668403382,119.965433495821,0.322789758525064
ARG,HH21,N1,6.20638278934662,38.8979713925573,-15.4075267707946,0.326329138591898
ARG,HH21,N2,6.46009770784193,47.2732265492568,85.2557349611656,0.231168671762307
ARG,HH21,N2,5.46621528958859,39.2021348511475,1.07378198980647,0.505074680004436
ARG,HH21,N2,6.04532376787907,83.8896501590198,96.4274819793001,0.263756648233258
ARG,HH21,N3,5.75778758745947,55.667566102881,28.9416374517678,0.33775326341268
ARG,HH21,N3,6.49697899227282,51.0689506544768,45.8364958631682,0.184739507888477
ARG,HH21,N3,5.73984490733172,34.732770333888,142.955531502313,0.264804802300837
ARG,HH21,N3,5.98503044831039,82.1275095680168,93.8336207544666,0.212702426398007
ARG,HH22,N1,5.87332923968873,34.168422018713,-130.794814396044,0.112579614195883
ARG,HH22,N1,7.07045909779243,62.5715620213966,87.6567304520778,0.219234489963441
ARG,HH22,N1,6.36667607415226,35.9641573757271,-22.5237405660836,0.491804219187525
ARG,HH22,N1,6.22118846612668,42.5041549014454,134.118640208971,0.176381676653152
ARG,HH22,N2,6.67267208509994,67.7316680962834,71.2166608718429,0.50960869888842
ARG,HH22,N2,5.9502227649407,34.1982529743242,-109.115052332766,0.197277762486678
ARG,HH22,N2,6.54713970148867,33.9041084603497,106.9250815477,0.293113538624902
ARG,HH22,N3,6.53880629307813,44.0108886595541,50.8866808857995,0.647649376200419
ARG,HH22,N3,6.76146247752072,74.8609610294329,79.5751702659622,0.352350623799581
ARG,NE,N1,3.8074495752247,42.0221124188904,40.5751532138691,0.869157707265064
ARG,NE,N1,4.08629975614354,24.9772571772832,15.6197169743904,0.130842292734937
ARG,NE,N2,3.91744143140999,52.1576547975256,105.666911349723,0.593454924935977
ARG,NE,N2,4.2598510800435,46.3037317391031,50.6232404515895,0.159960250262106
ARG,NE,N2,3.448292799263,34.1183878438481,-43.555325514198,0.246584824801917
ARG,NE,N3,4.4109192086815,57.8439962095449,135.376580512655,0.120594257587942
ARG,NE,N3,3.86284290977806,58.0151741854528,99.0961808008705,0.457301581226491
ARG,NE,N3,3.39895789418815,36.3001597433118,-0.0956606128122542,0.233999927493646
ARG,NE,N3,4.27550660688635,47.8142472772813,58.6985190011993,0.18810423369192
ARG,NH1,N1,5.67814094307562,21.6400278606019,87.4613267283635,0.121860706246736
ARG,NH1,N1,4.91010825770917,27.5718331947295,-61.172954629377,0.295302530213102
ARG,NH1,N1,4.54641874678614,61.7446970507334,-21.1729997622434,0.135189202139894
ARG,NH1,N1,5.09037767023851,57.9496807439169,124.755336100449,0.213670595861589
ARG,NH1,N1,5.5277891834542,64.7542419742131,65.8385650859889,0.104853864432938
ARG,NH1,N1,5.67764339594141,39.2803532105506,92.5508355256506,0.129123101105739
ARG,NH1,N2,5.86964212695847,48.3930104511365,91.2637808241769,0.189058979290566
ARG,NH1,N2,4.98435598039154,25.9374579554817,81.7897844920475,0.20895459807841
ARG,NH1,N2,5.24301129414048,66.0920517883476,97.8074801653503,0.389509258431152
ARG,NH1,N2,4.53787890007941,43.1253561083648,-80.8049015065464,0.212477164199874
ARG,NH1,N3,5.29109751998868,63.5327247406832,95.0908570572024,0.537415416698601
ARG,NH1,N3,4.66879239970959,23.6989683172185,44.2570240721977,0.162249623578053
ARG,NH1,N3,5.89376474331124,51.8154894728353,93.4104393594083,0.193077002320677
ARG,NH1,N3,4.27993404227614,42.9911307331017,-88.4734342445875,0.107257957402669
ARG,NH2,N1,5.64019078400862,47.1402708741924,97.104414024277,0.440096925058848
ARG,NH2,N1,5.33482826985077,33.4848512261409,-101.941896119623,0.218348388829204
ARG,NH2,N1,6.7363287052872,78.7135787276897,95.6491888129382,0.104332239194652
ARG,NH2,N1,6.036726342055,35.5210035607682,-10.4894294562666,0.237222446917296
ARG,NH2,N2,5.18015733437965,39.4469483901903,-117.655990044255,0.147784626732901
ARG,NH2,N2,5.87774111338778,55.1764109929678,64.5308804938447,0.683203151226512
ARG,NH2,N2,5.79917700442585,37.1368174552194,146.815041566827,0.169012222040591
ARG,NH2,N3,5.88830569808871,55.2514699064173,86.7622046862307,0.890375357049644
ARG,NH2,N3,4.99762356041601,40.0566894176378,-107.979242496398,0.109624642950355
ARG,N,N0,2.11368221610837,142.160551644362,7.57155577044586,0.724784907386421
ARG,N,N0,3.28830204198353,127.990924579851,-6.82322129673216,0.275215092613579
ARG,N,N1,2.09857860371675,141.291563703332,14.2419052402478,1
ARG,N,N2,2.22832459335122,149.384042478036,19.2138646323685,0.668372838747216
ARG,N,N2,2.08010904767571,140.374746376757,13.1769389564548,0.211364415603205
ARG,N,N2,2.20431716169132,148.042731833899,2.96300542434495,0.120262745649576
ARG,N,N3,2.22917245158929,149.2832645232,17.179831932773,1
ARG,O,N0,3.30460164820487,158.221421506829,156.822035269893,0.439760586148044
ARG,O,N0,4.14601347260067,137.6431388132,-139.767748637602,0.229166666666667
ARG,O,N0,6.11529108431304,104.82055056743,145.063290917414,0.104166666672974
ARG,O,N0,3.17359865095292,145.704969477129,135.170191901433,0.226906080512315
ARG,O,N1,3.14758176580242,145.841238773089,120.178761226911,1
ARG,O,N2,2.74583193883571,120.481857530872,-143.815574317455,0.469532104296328
ARG,O,N2,2.63329350084638,115.100918538492,-155.875025073229,0.200231969800095
ARG,O,N2,2.94160761253913,132.484644406226,132.580742673101,0.330235925903578
ARG,O,N3,2.72941524796449,119.243584381939,-129.096848630644,1
SER,CB,N0,1.03259306944525,80.3391681312484,95.5965940885914,0.882876839564568
SER,CB,N0,1.08537929992169,77.7962623656813,-1.68748486097588,0.117123160435432
SER,CB,N1,0.837110813028479,66.3835808372633,100.468931437324,0.888307710181894
SER,CB,N1,1.03897149626185,76.3897220428612,84.1538087675551,0.111692289818105
SER,CB,N2,1.1567644936473,89.7780127957969,102.07470234542,0.616537664083112
SER,CB,N2,0.905025762604823,69.3466789181867,92.8749926815067,0.38346233591689
SER,CB,N3,1.14802098635887,89.0878572927595,99.9161532004197,1
SER,C,N0,2.23750590377619,145.448671011941,168.287675182228,0.651061694728668
SER,C,N0,2.1870086984142,143.035756336914,-111.754305955546,0.348938305271333
SER,C,N1,2.26283565459612,147.287146518106,140.973943175487,1
SER,C,N2,2.18687433226464,142.151601287526,-163.952161394825,0.504822067985972
SER,C,N2,2.25756303879472,145.798184949618,159.26352718348,0.350045167118338
SER,C,N2,2.14891336000801,140.120931460996,-166.896717479765,0.14513276489569
SER,C,N3,2.19723809523815,142.69118426501,-141.654080745341,1
SER,HG,N1,2.46830786189516,77.9565708010633,106.645142621909,0.388217139030253
SER,HG,N1,1.77777898662858,49.087392888427,-83.634183193931,0.202750882357895
SER,HG,N1,2.24396811328384,27.9717906497153,37.5255690877696,0.142887104817659
SER,HG,N1,2.78123467182227,77.1492699618686,98.0211033975422,0.266144873794193
SER,HG,N2,2.97467374860721,87.6668466104858,99.4746772267165,0.168307652870043
SER,HG,N2,2.04892631159463,58.4170719108901,56.0233554893734,0.29021364294858
SER,HG,N2,2.51497199605751,58.2763711010418,100.91028637692,0.237008043356968
SER,HG,N2,2.75391710306635,112.23785405315,99.7688954288942,0.186844208656367
SER,HG,N2,2.22832043690111,81.7532384491956,43.8264806282401,0.117626452168041
SER,HG,N3,2.21975098364936,62.0992730805893,52.8730439833614,0.560934546674923
SER,HG,N3,2.7854337105583,114.650338407217,101.417606555678,0.232107413941664
SER,HG,N3,3.00426635268048,89.6798211218309,102.121951246491,0.206958039383413
SER,H,N1,2.70264820086218,138.985226217547,30.0945874622559,0.243451684384505
SER,H,N1,2.35225444130136,124.449095405012,35.3483963771999,0.304372822783188
SER,H,N1,2.62731613398859,140.096357361242,41.0258332495406,0.222007248220591
SER,H,N1,2.75130812206001,148.716303877618,35.7867564575157,0.230168244611716
SER,H,N2,2.71382347006853,135.785139631231,29.5921845018344,0.229309019238639
SER,H,N2,2.537618934723,134.674864372473,41.4819143127106,0.770690980761362
SER,H,N3,2.65497994266172,133.610521988427,24.5622328199429,0.283185840707965
SER,H,N3,2.56543522978153,135.94090617022,41.5061976616019,0.716814159292035
SER,N,N0,2.1174932417659,142.390392524737,7.54751507796369,0.836812744100816
SER,N,N0,1.9163358285217,132.01111531184,-2.7008967028666,0.163187255899184
SER,N,N1,2.09090826909625,141.011722729428,14.4977112827418,0.872135234413911
SER,N,N1,2.12364484163812,142.977399672587,6.06662748883183,0.127864765586088
SER,N,N2,2.19361143373331,147.017150600077,15.9018737901665,1
SER,N,N3,2.23017184265017,149.427078674948,17.153751552795,1
SER,OG,N0,2.35337605264179,97.1884932592871,92.0658187796442,0.610562546565387
SER,OG,N0,1.63206919387856,40.6318249217607,-11.3502746747884,0.126458095749935
SER,OG,N0,1.77741892881402,59.3620978476974,143.9268686097,0.262979357684679
SER,OG,N1,1.73442395887638,56.1557780685194,159.596608671977,0.253412218132406
